Zone;Chapelle;Planche;Culture;Conduite;Variété n°;Action;Sem. début;Sem. fin;Mois début;Mois fin;Commentaire;Score adéquation
Plein champ;Jardin 1;P2;Carotte botte;PC;5;Récolte;32;36;août;septembre;Variétés précoces et de saison 90-120 jours;94
Plein champ;Jardin 1;P2;Carotte botte;PC;6;Travail du sol;18;18;avril;avril;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P2;Carotte botte;PC;6;Apport de compost;18;18;avril;avril;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P2;Carotte botte;PC;6;Semis direct;19;22;mai;mai;Variétés précoces et de saison 90-120 jours;94
Plein champ;Jardin 1;P2;Carotte botte;PC;6;Récolte;33;38;août;septembre;Variétés précoces et de saison 90-120 jours;94
Plein champ;Jardin 1;P2;Carotte botte;SA;1;Récolte;17;22;avril;mai;Variétés précoces résistantes à la montaison;94
Plein champ;Jardin 1;P2;Carotte botte;SA;1;Travail du sol;41;41;octobre;octobre;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P2;Carotte botte;SA;1;Apport de compost;41;41;octobre;octobre;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P2;Carotte botte;SA;1;Semis direct;42;46;octobre;novembre;Variétés précoces résistantes à la montaison;94
Plein champ;Jardin 1;P2;Carotte botte;SA;2;Semis direct;1;3;janvier;janvier;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P2;Carotte botte;SA;2;Travail du sol;1;1;janvier;janvier;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P2;Carotte botte;SA;2;Apport de compost;1;1;janvier;janvier;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P2;Carotte botte;SA;2;Récolte;19;24;mai;juin;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P2;Carotte botte;SA;3;Travail du sol;2;2;janvier;janvier;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P2;Carotte botte;SA;3;Apport de compost;2;2;janvier;janvier;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P2;Carotte botte;SA;3;Semis direct;3;5;janvier;janvier;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P2;Carotte botte;SA;3;Récolte;20;25;mai;juin;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P2;Carotte botte;SA;4;Travail du sol;4;4;janvier;janvier;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P2;Carotte botte;SA;4;Apport de compost;4;4;janvier;janvier;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P2;Carotte botte;SA;4;Semis direct;5;7;janvier;février;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P2;Carotte botte;SA;4;Récolte;22;27;mai;juillet;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P2;Carotte botte;SA;5;Travail du sol;6;6;février;février;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P2;Carotte botte;SA;5;Apport de compost;6;6;février;février;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P2;Carotte botte;SA;5;Semis direct;7;9;février;février;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P2;Carotte botte;SA;5;Récolte;24;28;juin;juillet;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P3;Carotte botte;PC;1;Travail du sol;8;8;février;février;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P3;Carotte botte;PC;1;Apport de compost;8;8;février;février;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P3;Carotte botte;PC;1;Semis direct;9;11;février;mars;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P3;Carotte botte;PC;1;Récolte;26;30;juin;juillet;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P3;Carotte botte;PC;2;Travail du sol;10;10;mars;mars;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P3;Carotte botte;PC;2;Apport de compost;10;10;mars;mars;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P3;Carotte botte;PC;2;Semis direct;11;13;mars;mars;Variétés précoces et de saison 90-120 jours;94
Plein champ;Jardin 1;P3;Carotte botte;PC;2;Récolte;27;31;juillet;juillet;Variétés précoces et de saison 90-120 jours;94
Plein champ;Jardin 1;P3;Carotte botte;PC;3;Travail du sol;12;12;mars;mars;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P3;Carotte botte;PC;3;Apport de compost;12;12;mars;mars;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P3;Carotte botte;PC;3;Semis direct;13;15;mars;avril;Variétés précoces et de saison 90-120 jours;94
Plein champ;Jardin 1;P3;Carotte botte;PC;3;Récolte;28;32;juillet;août;Variétés précoces et de saison 90-120 jours;94
Plein champ;Jardin 1;P3;Carotte botte;PC;4;Travail du sol;14;14;avril;avril;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P3;Carotte botte;PC;4;Apport de compost;14;14;avril;avril;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P3;Carotte botte;PC;4;Semis direct;15;17;avril;avril;Variétés précoces et de saison 90-120 jours;94
Plein champ;Jardin 1;P3;Carotte botte;PC;4;Récolte;30;34;juillet;août;Variétés précoces et de saison 90-120 jours;94
Plein champ;Jardin 1;P3;Carotte botte;PC;5;Travail du sol;16;16;avril;avril;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P3;Carotte botte;PC;5;Apport de compost;16;16;avril;avril;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P3;Carotte botte;PC;5;Semis direct;17;19;avril;mai;Variétés précoces et de saison 90-120 jours;94
Plein champ;Jardin 1;P3;Carotte botte;PC;5;Récolte;32;36;août;septembre;Variétés précoces et de saison 90-120 jours;94
Plein champ;Jardin 1;P3;Carotte botte;PC;6;Travail du sol;18;18;avril;avril;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P3;Carotte botte;PC;6;Apport de compost;18;18;avril;avril;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P3;Carotte botte;PC;6;Semis direct;19;22;mai;mai;Variétés précoces et de saison 90-120 jours;94
Plein champ;Jardin 1;P3;Carotte botte;PC;6;Récolte;33;38;août;septembre;Variétés précoces et de saison 90-120 jours;94
Plein champ;Jardin 1;P3;Carotte botte;SA;1;Récolte;17;22;avril;mai;Variétés précoces résistantes à la montaison;94
Plein champ;Jardin 1;P3;Carotte botte;SA;1;Travail du sol;41;41;octobre;octobre;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P3;Carotte botte;SA;1;Apport de compost;41;41;octobre;octobre;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P3;Carotte botte;SA;1;Semis direct;42;46;octobre;novembre;Variétés précoces résistantes à la montaison;94
Plein champ;Jardin 1;P3;Carotte botte;SA;2;Semis direct;1;3;janvier;janvier;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P3;Carotte botte;SA;2;Travail du sol;1;1;janvier;janvier;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P3;Carotte botte;SA;2;Apport de compost;1;1;janvier;janvier;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P3;Carotte botte;SA;2;Récolte;19;24;mai;juin;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P3;Carotte botte;SA;3;Travail du sol;2;2;janvier;janvier;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P3;Carotte botte;SA;3;Apport de compost;2;2;janvier;janvier;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P3;Carotte botte;SA;3;Semis direct;3;5;janvier;janvier;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P3;Carotte botte;SA;3;Récolte;20;25;mai;juin;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P3;Carotte botte;SA;4;Travail du sol;4;4;janvier;janvier;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P3;Carotte botte;SA;4;Apport de compost;4;4;janvier;janvier;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P3;Carotte botte;SA;4;Semis direct;5;7;janvier;février;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P3;Carotte botte;SA;4;Récolte;22;27;mai;juillet;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P3;Carotte botte;SA;5;Travail du sol;6;6;février;février;Ameublir, décompacter et affiner la planche avant semis direct.;94
Plein champ;Jardin 1;P3;Carotte botte;SA;5;Apport de compost;6;6;février;février;Compost bien décomposé seulement (pas de matière organique fraîche), sur la planche fraîchement travaillée.;94
Plein champ;Jardin 1;P3;Carotte botte;SA;5;Semis direct;7;9;février;février;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P3;Carotte botte;SA;5;Récolte;24;28;juin;juillet;Variétés précoces 90-105 jours;94
Plein champ;Jardin 1;P4;Betterave botte;PC;1;Semis en pot/plant;8;10;février;mars;Variétés précoces;97
Plein champ;Jardin 1;P4;Betterave botte;PC;1;Travail du sol;10;10;mars;mars;Ameublir, décompacter et affiner la planche avant plantation.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;1;Apport de compost;10;10;mars;mars;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;1;Paillage;10;10;mars;mars;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;1;Plantation;11;13;mars;mars;Variétés précoces;97
Plein champ;Jardin 1;P4;Betterave botte;PC;1;Récolte;22;26;mai;juin;Variétés précoces;97
Plein champ;Jardin 1;P4;Betterave botte;PC;2;Semis en pot/plant;10;12;mars;mars;Variétés précoces;97
Plein champ;Jardin 1;P4;Betterave botte;PC;2;Travail du sol;12;12;mars;mars;Ameublir, décompacter et affiner la planche avant plantation.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;2;Apport de compost;12;12;mars;mars;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;2;Paillage;12;12;mars;mars;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;2;Plantation;13;15;mars;avril;Variétés précoces;97
Plein champ;Jardin 1;P4;Betterave botte;PC;2;Récolte;23;27;juin;juillet;Variétés précoces;97
Plein champ;Jardin 1;P4;Betterave botte;PC;3;Semis en pot/plant;12;14;mars;avril;Variétés précoces, de saison et tardives;97
Plein champ;Jardin 1;P4;Betterave botte;PC;3;Travail du sol;14;14;avril;avril;Ameublir, décompacter et affiner la planche avant plantation.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;3;Apport de compost;14;14;avril;avril;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;3;Paillage;14;14;avril;avril;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;3;Plantation;15;17;avril;avril;Variétés précoces, de saison et tardives;97
Plein champ;Jardin 1;P4;Betterave botte;PC;3;Récolte;25;31;juin;juillet;Variétés précoces, de saison et tardives;97
Plein champ;Jardin 1;P4;Betterave botte;PC;4;Semis en pot/plant;14;16;avril;avril;Variétés précoces, de saison et tardives;97
Plein champ;Jardin 1;P4;Betterave botte;PC;4;Travail du sol;16;16;avril;avril;Ameublir, décompacter et affiner la planche avant plantation.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;4;Apport de compost;16;16;avril;avril;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;4;Paillage;16;16;avril;avril;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;4;Plantation;17;19;avril;mai;Variétés précoces, de saison et tardives;97
Plein champ;Jardin 1;P4;Betterave botte;PC;4;Récolte;27;33;juillet;août;Variétés précoces, de saison et tardives;97
Plein champ;Jardin 1;P4;Betterave botte;PC;4;Conservation;35;46;août;novembre;Variétés précoces, de saison et tardives;97
Plein champ;Jardin 1;P4;Betterave botte;PC;5;Travail du sol;17;17;avril;avril;Ameublir, décompacter et affiner la planche avant semis direct.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;5;Apport de compost;17;17;avril;avril;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;5;Semis direct;18;20;avril;mai;Variétés précoces, de saison et tardives;97
Plein champ;Jardin 1;P4;Betterave botte;PC;5;Travail du sol;19;19;mai;mai;Ameublir, décompacter et affiner la planche avant plantation.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;5;Apport de compost;19;19;mai;mai;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;5;Paillage;19;19;mai;mai;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;5;Plantation;20;22;mai;mai;Variétés précoces, de saison et tardives;97
Plein champ;Jardin 1;P4;Betterave botte;PC;5;Récolte;30;36;juillet;septembre;Variétés précoces, de saison et tardives;97
Plein champ;Jardin 1;P4;Betterave botte;PC;5;Conservation;38;48;septembre;novembre;Variétés précoces, de saison et tardives;97
Plein champ;Jardin 1;P4;Betterave botte;PC;6;Travail du sol;19;19;mai;mai;Ameublir, décompacter et affiner la planche avant semis direct.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;6;Apport de compost;19;19;mai;mai;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;6;Semis direct;20;22;mai;mai;Variétés précoces, de saison et tardives;97
Plein champ;Jardin 1;P4;Betterave botte;PC;6;Travail du sol;21;21;mai;mai;Ameublir, décompacter et affiner la planche avant plantation.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;6;Apport de compost;21;21;mai;mai;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;6;Paillage;21;21;mai;mai;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.;97
Plein champ;Jardin 1;P4;Betterave botte;PC;6;Plantation;22;24;mai;juin;Variétés précoces, de saison et tardives;97
Plein champ;Jardin 1;P4;Betterave botte;PC;6;Récolte;32;38;août;septembre;Variétés précoces, de saison et tardives;97
Plein champ;Jardin 1;P4;Betterave botte;PC;6;Conservation;40;50;octobre;décembre;Variétés précoces, de saison et tardives;97
Plein champ;Jardin 1;P4;Betterave botte;SA;1;Plantation;1;2;janvier;janvier;Variétés précoces résistantes à la montaison;97
Plein champ;Jardin 1;P4;Betterave botte;SA;1;Travail du sol;1;1;janvier;janvier;Ameublir, décompacter et affiner la planche avant plantation.;97
Plein champ;Jardin 1;P4;Betterave botte;SA;1;Apport de compost;1;1;janvier;janvier;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.;97
Plein champ;Jardin 1;P4;Betterave botte;SA;1;Paillage;1;1;janvier;janvier;Paille, BRF ou mulch posé sur la planche préparée, juste avant plantation.;97
Plein champ;Jardin 1;P4;Betterave botte;SA;1;Récolte;16;20;avril;mai;Variétés précoces résistantes à la montaison;97
Plein champ;Jardin 1;P4;Betterave botte;SA;1;Semis en pot/plant;47;49;novembre;décembre;Variétés précoces résistantes à la montaison;97
Plein champ;Jardin 1;P4;Betterave botte;SA;2;Semis en pot/plant;1;2;janvier;janvier;Variétés précoces;97
Plein champ;Jardin 1;P4;Betterave botte;SA;2;Travail du sol;4;4;janvier;janvier;Ameublir, décompacter et affiner la planche avant plantation.;97
Plein champ;Jardin 1;P4;Betterave botte;SA;2;Apport de compost;4;4;janvier;janvier;Compost mûr ou fumier bien décomposé, sur la planche fraîchement travaillée.;97
